Genus	Species	Family	Subfamily	Native	Habitat	NCGR	OverwinteringStage	MinSouthBroodsPerYear	MaxSouthBroodsPerYear	MinNorthBroodsPerYear	MaxNorthBroodsPerYear	Clutches	LarvalColor	Hair	LarvaSequester	SouthFlightTime	NorthFlightTime	AdultFeeding	MinWingSpan	MaxWingSpan	AdultSize	AdultColor
Achalarus	casica	Hesperiidae	Pyrginae	yes	natural 	G4							cryptic	yes				nectar	38	51	44.5	cryptic
Achalarus	jalapus	Hesperiidae	Pyrginae	yes	Natural	G4							cryptic	no			July, Sept-Oct	nectar	42	50	46.0	cryptic
Achalarus	lyciades	Hesperiidae	Pyrginae	yes	both	G5	larva	2	2	1	1	singly	aposematic	yes		June-Aug	April-Sept	nectar	45	49	47.0	aposematic
Achalarus	tehuacana	Hesperiidae	Pyrginae	yes															41	43	42.0	cryptic
Achalarus	toxeus	Hesperiidae	Pyrginae	yes	natural	G5						singly	cryptic	no		Dec-Jan	Feb-Nov	nectar	42	50	46.0	cryptic
Achlyodes	thraso	Hesperiidae	Pyrginae	yes	natural	G4						singly	cryptic	no					35	45	40.0	cryptic
Adelpha	basiloides	Nymphalidae	Limenitidinae	yes	natural	G4							cryptic	no		Dec-Feb	Mar-Nov	dung, rotting fruit	57	67	62.0	aposematic
Adelpha	bredowii	Nymphalidae	Limenitidinae	yes	natural	G5	larva						cryptic	yes		Nov-Feb	Mar-Oct	nectar, mud	63	102	82.5	aposematic
Adelpha	fessonia	Nymphalidae	Limenitidinae	yes	natural	G4						singly				Nov-Feb	Mar-Oct	nectar, rotting fruit	56	70	63.0	aposematic
Adopaeoides	prittwitzi	Hesperiidae	Hesperiinae	yes	natural	G3							aposematic	no		Nov-Apr	May-Oct	nectar	22	25	23.5	aposematic
Agathymus	aryxna	Hesperiidae	Megathyminae	yes	natural	G4	larva					singly	aposematic	no		Dec-Jul	Aug-Nov	mud	50	61	55.5	cryptic
Agraulis	vanillae	Nymphalidae	Heliconiinae	yes	natural	G5	adult						aposematic	yes		December	Jan-Nov	nectar	63	95	79.0	aposematic
Agriades	cassiope	Lycaenidae	Polyommatinae																			cryptic
Agriades	glandon	Lycaenidae	Polyommatinae																17	23	20.0	aposematic
Aguna	asander	Hesperiidae	Pyrginae	yes	natural	G5							aposematic	no		Dec-Jan	Feb-Nov	nectar	38	56	47.0	cryptic
Aguna	metophis	Hesperiidae	Pyrginae	yes	natural	G5							aposematic	no		Dec-Jul	Aug-Nov	nectar	37	48	42.5	cryptic
Amblyscirtes	aenus	Hesperiidae	Hesperiinae	yes	natural	G4	larva	2	2	1	1		cryptic	yes		August-March	April-July	nectar	25	32	28.5	cryptic
Amblyscirtes	aesculapius	Hesperiidae	Hesperiinae	yes	natural	G4					2		aposematic	no		October-Feb	March-September	nectar	30	38	34.0	cryptic
Amblyscirtes	alternata	Hesperiidae	Hesperiinae	yes	natural 	G3							aposematic	no		November-Mar	April-October	nectar	22	25	23.5	cryptic
Amblyscirtes	belli	Hesperiidae	Hesperiinae	yes	anthropogenic	G4	chrysalis				3		aposematic	no		October-March	April-September	nectar	30	32	31.0	cryptic
Amblyscirtes	carolina	Hesperiidae	Hesperiinae	yes	natural 	G4					3		cryptic	no		October-March	April-September	nectar	29	37	33.0	cryptic
Amblyscirtes	cassus	Hesperiidae	Hesperiinae	yes	natural	G3					1		aposematic	no		October-May	June-September	nectar	25	32	28.5	cryptic
Amblyscirtes	celia	Hesperiidae	Hesperiinae	yes	natural	G4	chrysalis						aposematic	no		October-March	May-September	nectar	22	27	24.5	cryptic
Amblyscirtes	elissa	Hesperiidae	Hesperiinae	yes	natural	G3					1		aposematic	no		September-May	June-August	nectar	22	29	25.5	cryptic
Amblyscirtes	eos	Hesperiidae	Hesperiinae																22	27	24.5	cryptic
Amblyscirtes	exoteria	Hesperiidae	Hesperiinae	yes	natural	G3					1		aposematic	no		Oct-May	June-Sept	nectar	32	38	35.0	cryptic
Amblyscirtes	fimbriata	Hesperiidae	Hesperiinae	yes	anthropogenic	G3							cryptic	no		August-March	April-July	nectar	29	32	30.5	cryptic
Amblyscirtes	hegon	Hesperiidae	Hesperiinae	yes	natural	G5					1		aposematic	no		September-June	July-August	nectar	25	31	28.0	cryptic
Amblyscirtes	nereus	Hesperiidae	Hesperiinae	yes	natural	G3					1		cryptic	no		Sept-May	June-August	nectar	25	29	27.0	cryptic
Amblyscirtes	nysa	Hesperiidae	Hesperiinae	yes	anthropogenic	G4			3				aposematic	no		November-Feburary	March-October	nectar	19	30	24.5	cryptic
Amblyscirtes	oslari	Hesperiidae	Hesperiinae	yes	natural	G4	larva	1	2	1	1		aposematic	no		April-August	May-July	nectar	25	35	30.0	cryptic
Amblyscirtes	phylace	Hesperiidae	Hesperiinae	yes	natural	G4		1	1	1	1		aposematic	no		September-May	June-August	nectar	22	29	25.5	cryptic
Amblyscirtes	reversa	Hesperiidae	Hesperiinae	yes	natural	G3				2	3		aposematic	no		Septemeber-March	April-August	nectar	29	35	32.0	cryptic
Amblyscirtes	texanae	Hesperiidae	Hesperiinae	yes	natural	G3							aposematic	no		April-September	Novermber-March	nectar	25	32	28.5	cryptic
Amblyscirtes	tolteca	Hesperiidae	Hesperiinae																25	32	28.5	cryptic
Amblyscirtes	vialis	Hesperiidae	Hesperiinae	yes	natural	G5	larva	1	1	1	1	singly	cryptic	no		September-February	March-August	nectar	22	32	27.0	cryptic
Anaea	aidea	Nymphalidae	Charaxinae	yes	natural	G5						singly	aposematic	yes		September-April	May-August	sap, dung, and rotting fruit	57	78	67.5	aposematic
Anaea	andria	Nymphalidae	Charaxinae	yes	anthropogenic	G4	adult					singly	aposematic	yes		August-May	July-August	sap, dung, and rotting fruit	60	82	71.0	aposematic
Anaea	floridalis	Nymphalidae	Charaxinae	yes	natural	G1	adult					singly	aposematic	yes		October-April	May-September	rotting fruit, dung	76	90	83.0	aposematic
Anaea	pithyusa	Nymphalidae	Charaxinae	yes	natural	G5	adult					singly	cryptic	yes		November-March	May-September	rotting fruit, dung	57	76	66.5	cryptic
Anartia	fatima	Nymphalidae	Nymphalinae	yes	natural	G5							cryptic	yes				nectar	60	70	65.0	cryptic
Anartia	jatrophae	Nymphalidae	Nymphalinae	yes	natural	G5						singly	cryptic	yes				nectar	51	70	60.5	aposematic
Anatrytone	logan	Hesperiidae	Hesperiinae		natural	G5	chrysalis	1		1	1	singly	aposematic	no		September-April	May-August	nectar	25	43	34.0	aposematic
Anatrytone	mazai	Hesperiidae	Hesperiinae	yes									cryptic	no		March-December	April-October		28	30	29.0	aposematic
Ancyloxypha	arene	Hesperiidae	Hesperiinae	yes	natural	G4	larva											nectar	19	27	23.0	aposematic
Ancyloxypha	numitor	Hesperiidae	Hesperiinae	yes	natural	G5	chrysalis	3	4	3	3	singly	cryptic	no		May-Oct	Feb-Dec	nectar	22	29	25.5	cryptic
Anteos	clorinde	Pieridae	Coliadinae	yes	natural	G5						singly	aposematic	no		January-July	August-December	nectar	70	90	80.0	aposematic
Anteos	maerula	Pieridae	Coliadinae	yes	natural	G5							aposematic	no			August-December	nectar	82	117	99.5	aposematic
Anthocharis	cethura	Pieridae	Pierinae	yes	natural	G5	chrysalis						cryptic	no		Feb-April	May-Jan	nectar	25	40	32.5	aposematic
Anthocharis	lanceolata	Pieridae	Pierinae	yes	natural	G3						singly	cryptic	no		March-June	July-Feb	nectar	38	50	44.0	cryptic
Anthocharis	midea	Pieridae	Pierinae	yes	natural	G5	chrysalis					singly	aposematic	no		March-June	July-Feb	nectar	35	45	40.0	aposematic
Anthocharis	sara	Pieridae	Pierinae	yes	natural	G5	chrysalis					singly	aposematic	no		June-Jan	Feb-June	nectar	27	40	33.5	aposematic
Apodemia	hepburni	Riodinidae	Riodininae	yes	natural	G4							aposematic	no		March-November	July	nectar	20	30	25.0	aposematic
Apodemia	mormo	Riodinidae	Riodininae	yes	natural	G5						clutches	cryptic	no		March-October	July-September	nectar	22	33	27.5	aposematic
Apodemia	nais	Riodinidae	Riodininae	yes	natural	G5	chrysalis				1	singly	cryptic	yes		August-April	May-July	nectar	32	35	33.5	aposematic
Apodemia	palmeri	Riodinidae	Riodininae	yes	natural	G5	larva			2	2	singly	aposematic	yes		April-November	May-September	nectar	20	30	25.0	cryptic
Apodemia	walkeri	Riodinidae	Riodininae	yes	natural	G4							aposematic	no		June-October		nectar	20	25	22.5	cryptic
Appias	drusilla	Pieridae	Pierinae	yes	natural	G5						singly	aposematic	no		October-April	May-September	nectar	53	77	65.0	cryptic
Arawacus	jada	Lycaenidae	Theclinae	yes	natural	GU							aposematic	no				nectar	30	30	30.0	cryptic
Asbolis	capucinus	Hesperiidae	Hesperiinae	yes	natural	G4					4		aposematic	no				nectar	48	60	54.0	cryptic
Ascia	monuste	Pieridae	Pierinae	yes	natural	G5							aposematic	no				nectar	63	86	74.5	cryptic
Asterocampa	celtis	Nymphalidae	Apaturinae																35	63	49.0	aposematic
Asterocampa	clyton	Nymphalidae	Apaturinae	yes	natural	G5	larva	2	2	1	1	clutches	aposematic	yes		March-November	June-August	sap, rotting fruit, dung	42	70	56.0	cryptic
Asterocampa	leilia	Nymphalidae	Apaturinae	yes	natural	G5	chrysalis						aposematic	no			April-November	nectar, dung, sap	38	76	57.0	aposematic
Astraptes	fulgerator	Hesperiidae	Pyrginae	yes	natural	G5							aposematic	yes				nectar, dung	48	61	54.5	aposematic
Astraptes	gilberti	Hesperiidae	Pyrginae	yes	natural	G5							aposematic	no				nectar, dung	51	64	57.5	aposematic
Atalopedes	campestris	Hesperiidae	Hesperiinae	yes	natural	G5		4	5	3	4	singly	cryptic	no		March-December	May-November	nectar	32	42	37.0	cryptic
Atlides	halesus	Lycaenidae	Theclinae	yes	natural	G5	chrysalis	3	3				aposematic	yes		March-December	May-November	nectar	32	51	41.5	aposematic
Atlides	rustan	Lycaenidae	Theclinae	yes															53	53	53.0	aposematic
Atrytone	arogos	Hesperiidae	Hesperiinae	yes	natural	G3	chrysalis	2	2	1	1	singly	aposematic	no		April-Sept	June-July	nectar	29	37	33.0	cryptic
Atrytonopsis	cestus	Hesperiidae	Hesperiinae	yes	natural	G2	larva						aposematic	no		August-October	April-May	nectar	35	39	37.0	cryptic
Atrytonopsis	edwardsii	Hesperiidae	Hesperiinae	yes	natural	G4	egg			2			cryptic	no			March-November	nectar	32	38	35.0	cryptic
Atrytonopsis	hianna	Hesperiidae	Hesperiinae	yes	natural	G4	chrysalis	2	2	1	1		aposematic	yes		March-October	May-June	nectar	32	43	37.5	cryptic
Atrytonopsis	lunus	Hesperiidae	Hesperiinae	yes	natural	G3	chrysalis			1	1		cryptic	no		September-May	June-August	nectar	42	51	46.5	cryptic
Atrytonopsis	pittacus	Hesperiidae	Hesperiinae	yes	natural	G3	adult	1	1	1	1		aposematic	no		Mar-Oct	Nov-Feb	nectar	32	38	35.0	cryptic
Atrytonopsis	python	Hesperiidae	Hesperiinae	yes	natural	G4	larva			1			aposematic	yes		April-July		nectar	35	42	38.5	cryptic
Atrytonopsis	vierecki	Hesperiidae	Hesperiinae	yes	natural	G4					1		aposematic	no		April-June	July-March	nectar	32	42	37.0	cryptic
Autochton	bipunctatus	Hesperiidae	Pyrginae																33	37	35.0	aposematic
Autochton	cellus	Hesperiidae	Pyrginae	yes	natural	G4	chrysalis	1	1	2	2	clutches	aposematic	no		September-June	May-August	nectar	35	51	43.0	cryptic
Autochton	cincta	Hesperiidae	Pyrginae	yes	natural	G5							aposematic	no		March-Sept	Oct-Feb	nectar	30	44	37.0	cryptic
Autochton	neis	Hesperiidae	Pyrginae	yes															35	38	36.5	aposematic
Autochton	siermadror	Hesperiidae	Pyrginae																39	40	39.5	aposematic
Battus	philenor	Papilionidae	Papilioninae	yes	natural	G5	chrysalis						aposematic	yes		March-Novermber	December-Feb	nectar	70	130	100.0	aposematic
Battus	polydamas	Papilionidae	Papilioninae	yes	anthropogenic	G5	chrysalis						cryptic	yes		Dec-Mar	April-Nov	nectar	90	120	105.0	cryptic
Biblis	hyperia	Nymphalidae	Biblidinae	yes	natural	G4						singly	cryptic	yes		Nov-Mar	July-Nov	rotting fruit	51	76	63.5	aposematic
Bolla	clytius	Hesperiidae	Pyrginae																22	29	25.5	cryptic
Boloria	astarte	Nymphalidae	Heliconiinae	yes	natural	G5	larva						cryptic	yes		Sep-May	June-Aug	nectar	42	51	46.5	aposematic
Boloria	bellona	Nymphalidae	Heliconiinae	yes	anthropogenic	G5	larva	2	3				cryptic	yes		November-Mar	April-October	nectar	35	51	43.0	cryptic
Boloria	chariclea	Nymphalidae	Heliconiinae	yes	natural	G5	larva				1	singly	cryptic	yes		Sep-May	June-Aug	nectar	31	39	35.0	aposematic
Boloria	epithore	Nymphalidae	Heliconiinae	yes	natural	G5	larva						aposematic	yes		Sep-April	May-Aug	nectar	35	45	40.0	cryptic
Boloria	eunomia	Nymphalidae	Heliconiinae	yes	natural	G5	larva				1	clutches	cryptic	yes		Sep-May	June-Aug	nectar	32	45	38.5	aposematic
Boloria	freija	Nymphalidae	Heliconiinae	yes	natural	G5	chrysalis				1		cryptic	yes		August-April	May-July	nectar	35	41	38.0	cryptic
Boloria	frigga	Nymphalidae	Heliconiinae	yes	natural	G5	larva				1		cryptic	no		September-April	May-August	nectar	38	51	44.5	cryptic
Boloria	improba	Nymphalidae	Heliconiinae	yes	natural	G5					1	singly	aposematic	yes		September-April	June-Aug	nectar	30	35	32.5	cryptic
Boloria	kriemhild	Nymphalidae	Heliconiinae	yes	natural	G3	larva				1		aposematic	yes		september-may	June-Aug	nectar	35	45	40.0	cryptic
Boloria	montinus	Nymphalidae	Heliconiinae	yes															31	39	35.0	aposematic
Boloria	napaea	Nymphalidae	Heliconiinae	yes	natural	G5	larva				1	singly	cryptic	yes		Sep-May	June-Aug	nectar	35	48	41.5	aposematic
Boloria	polaris	Nymphalidae	Heliconiinae	yes															33	38	35.5	aposematic
Boloria	selene	Nymphalidae	Heliconiinae	yes	natural	G5	larva					singly	cryptic	yes		May-Sept	June-July	nectar	35	54	44.5	aposematic
Brephidium	exile	Lycaenidae	Polyommatinae	yes	natural	G5	chrysalis						aposematic	no		Oct-June	July-Sep	nectar	12	20	16.0	cryptic
Brephidium	isophthalma	Lycaenidae	Polyommatinae	yes	natural	G5							aposematic	no		Sep-June	May-August	nectar	20	22	21.0	cryptic
Cabares	potrillo	Hesperiidae	Pyrginae	yes	natural	G4					3		cryptic	no				nectar	29	43	36.0	cryptic
Calephelis	arizonensis	Riodinidae	Riodininae	yes															20	24	22.0	aposematic
Calephelis	borealis	Riodinidae	Riodininae	yes	natural	G3	larva				1		cryptic	yes		August-May	June-july	nectar	29	32	30.5	cryptic
Calephelis	mutica	Riodinidae	Riodininae	yes	natural	G4	larva					singly	cryptic	yes		May-Sept	June-Aug	nectar	24	30	27.0	cryptic
Calephelis	nemesis	Riodinidae	Riodininae	yes	natural	G5	larva					singly	cryptic	yes		Nov-April	May-Oct	nectar	20	25	22.5	cryptic
Calephelis	perditalis	Riodinidae	Riodininae	yes	natural	G5	larva					singly	cryptic	yes		Dec-Feb	Mar-Nov	nectar	18	24	21.0	aposematic
Calephelis	rawsoni	Riodinidae	Riodininae	yes	natural	G3	larva					singly	cryptic	yes		Dec-May	June-Nov	nectar	20	29	24.5	cryptic
Calephelis	virginiensis	Riodinidae	Riodininae	yes	natural	G4	larva			3	5	singly	cryptic	yes		Nov-Feb	Mar-Oct	nectar	13	25	19.0	cryptic
Calephelis	wrighti	Riodinidae	Riodininae	yes	natural	G4	larva					singly	cryptic	no		Nov-Jan	Feb-Oct	nectar	25	30	27.5	cryptic
Callophrys	augustinus	Lycaenidae	Theclinae	yes	natural	G5	chrysalis					singly	aposematic	yes		March-April	May-July	nectar	22	29	25.5	cryptic
Callophrys	dumetorum	Lycaenidae	Theclinae	yes	natural	G5	chrysalis						aposematic	yes		June-Feb	March-April	nectar	25	32	28.5	aposematic
Callophrys	eryphon	Lycaenidae	Theclinae					1	1	1	1								25	35	30.0	aposematic
Callophrys	fotis	Lycaenidae	Theclinae	yes	natural	G3	chrysalis					singly	aposematic	no		July-Feb	March-June		19	28	23.5	cryptic
Callophrys	gryneus	Lycaenidae	Theclinae	yes	anthropogenic	G5	chrysalis	1	1	1	2	singly	aposematic	no		 August-feb	Mar-July	nectar	26	32	29.0	aposematic
Callophrys	henrici	Lycaenidae	Theclinae	yes	natural	G5	chrysalis						aposematic	no		June-Jan	Feb-May	nectar	25	32	28.5	cryptic
Callophrys	hesseli	Lycaenidae	Theclinae	yes	natural	G3	chrysalis					singly	aposematic	no		April-July	August-Mar	nectar	25	28	26.5	aposematic
Callophrys	irus	Lycaenidae	Theclinae	yes	natural	G2	chrysalis					singly	aposematic	no		March-April	May-June	nectar	25	32	28.5	cryptic
Callophrys	johnsoni	Lycaenidae	Theclinae	yes	natural	G3	chrysalis						aposematic	yes		Aug-Apr	May-July	nectar	32	35	33.5	cryptic
Callophrys	mossii	Lycaenidae	Theclinae	yes	natural	G4	chrysalis					singly	cryptic	no		July-Feb	Mar-June		22	28	25.0	cryptic
Callophrys	niphon	Lycaenidae	Theclinae					1	1	1	1								22	27	24.5	aposematic
Callophrys	polios	Lycaenidae	Theclinae	yes	natural	G5	chrysalis					singly	aposematic	yes		July-Mar	April-June	nectar	22	29	25.5	cryptic
Callophrys	sheridanii	Lycaenidae	Theclinae	yes	natural	G5	chrysalis					singly	aposematic	yes		June-Mar	April-May	nectar	22	29	25.5	aposematic
Callophrys	spinetorum	Lycaenidae	Theclinae	yes	natural	G5	chrysalis					singly	cryptic	yes		Sep-April	May-August	nectar	25	32	28.5	cryptic
Callophrys	xami	Lycaenidae	Theclinae	yes	natural	G4						singly	aposematic	no		Jan-Mar	April-Dec	nectar	20	32	26.0	cryptic
Calpodes	ethlius	Hesperiidae	Hesperiinae	yes	natural	G5		2	2	2	2		cryptic	no		April-December	July-Nov	nectar	45	61	53.0	cryptic
Calycopis	cecrops	Lycaenidae	Theclinae	yes	natural	G5	chrysalis				2		aposematic	no		Nov-Mar	April-Oct	nectar	22	32	27.0	cryptic
Calycopis	isobeon	Lycaenidae	Theclinae	yes	natural	G5							cryptic	yes		October-December	January-September	nectar	22	32	27.0	aposematic
Caria	ino	Riodinidae	Riodininae																20	25	22.5	aposematic
Carrhenes	canescens	Hesperiidae	Pyrginae	yes	natural	G4							aposematic	yes		October-December	February-May	nectar	25	33	29.0	cryptic
Carterocephalus	palaemon	Hesperiidae	Hesperiinae	yes	natural	G5	larva			1	1		aposematic	no		August-April	May-July	nectar	25	32	28.5	cryptic
Catasticta	nimbice	Pieridae	Pierinae	yes	natural	G4							aposematic	no				nectar	45	57	51.0	cryptic
Celastrina	ladon	Lycaenidae	Polyommatinae	yes	natural	G4	chrysalis						cryptic	no		January-October	May-August	nectar	22	35	28.5	cryptic
Celastrina	neglectamajor	Lycaenidae	Polyommatinae	yes	natural	G4							cryptic	no		July-April	May-June	nectar	32	39	35.5	cryptic
Celastrina	nigra	Lycaenidae	Polyommatinae	yes	natural	G4	chrysalis			1	1		aposematic	no		June-Mar	April-May	nectar	22	32	27.0	cryptic
Celotes	nessus	Hesperiidae	Pyrginae	yes	natural	G5	larva						aposematic	no		Dec-Feb	Mar-Nov	nectar	22	30	26.0	cryptic
Cercyonis	meadii	Nymphalidae	Satyrinae	yes	natural	G5	larva				1		aposematic	no		October-June	July-Nov	nectar	35	45	40.0	aposematic
Cercyonis	oetus	Nymphalidae	Satyrinae	yes	natural	G5	larva				1		aposematic	no		Sep-May	June-August	nectar	32	45	38.5	cryptic
Cercyonis	pegala	Nymphalidae	Satyrinae	yes	natural	G5	larva				1		aposematic	yes		Sep-May	June-August	nectar	35	45	40.0	cryptic
Cercyonis	sthenele	Nymphalidae	Satyrinae	yes	natural	G5							aposematic	no				nectar	39	45	42.0	cryptic
Chioides	catillus	Hesperiidae	Pyrginae	yes	natural	G5							aposematic	no				nectar	39	54	46.5	cryptic
Chioides	zilpa	Hesperiidae	Pyrginae	yes	natural	G5							aposematic	no		Dec-Feb	Mar-Nov	nectar	39	59	49.0	cryptic
Chiomara	asychis	Hesperiidae	Pyrginae	yes	natural	G5				3	4		aposematic	no		Dec-Feb	Mar-Nov	nectar	29	38	33.5	cryptic
Chlorostrymon	maesites	Lycaenidae	Theclinae	yes	natural	G4	larva			3	4		aposematic	yes		Dec-july	August-November	nectar	22	25	23.5	aposematic
Chlorostrymon	simaethis	Lycaenidae	Theclinae	yes	natural	G5	larva						aposematic	no		Dec-July	August-November	nectar	22	32	27.0	aposematic
Chlosyne	acastus	Nymphalidae	Nymphalinae	yes	natural	G4	larva			2	2		cryptic	yes		Sep-May	June-August	nectar	39	51	45.0	aposematic
Chlosyne	californica	Nymphalidae	Nymphalinae	yes	natural	G5	larva						cryptic	yes		December-Feb	Mar-Nov	nectar	32	51	41.5	aposematic
Chlosyne	cyneas	Nymphalidae	Nymphalinae	yes	natural	G5							aposematic	yes		October-March	April-September	nectar	35	42	38.5	cryptic
Chlosyne	definita	Nymphalidae	Nymphalinae	yes		G4							cryptic	yes		Nov-Mar	April-Oct	nectar	30	38	34.0	aposematic
Chlosyne	ehrenbergii	Nymphalidae	Nymphalinae	yes								clutches	aposematic	yes		Nov-Mar	April-Oct	nectar	32	50	41.0	aposematic
Chlosyne	fulvia	Nymphalidae	Nymphalinae	yes	natural	G4	larva				3		cryptic	yes					32	50	41.0	aposematic
Chlosyne	gabbii	Nymphalidae	Nymphalinae	yes	natural	G4	larva				1		cryptic	yes		Aug-April	May-July	nectar	32	45	38.5	cryptic
Chlosyne	gorgone	Nymphalidae	Nymphalinae	yes	anthropogenic	G5	larva	1	3	1	2		cryptic	yes		May-September	July-August	nectar	32	45	38.5	aposematic
Chlosyne	harrisii	Nymphalidae	Nymphalinae	yes	natural	G5	larva			1	1	clutches	aposematic	yes		Aug-May	June-july	nectar	36	51	43.5	aposematic
Chlosyne	hoffmanni	Nymphalidae	Nymphalinae	yes	natural	G4	larva					clutches	cryptic	yes		Aug-May	June-July	nectar	35	45	40.0	aposematic
Chlosyne	janais	Nymphalidae	Nymphalinae	yes	natural	G5						clutches	aposematic	yes		Dec-May	July-November	nectar	48	67	57.5	aposematic
Chlosyne	lacinia	Nymphalidae	Nymphalinae	yes	natural	G5	larva					clutches	cryptic	no		Nov-Feb	Mar-October	nectar	35	51	43.0	cryptic
Chlosyne	leanira	Nymphalidae	Nymphalinae	yes	natural	G4	larva					clutches	aposematic	yes		Aug-Mar	April-Jul	nectar	35	45	40.0	aposematic
Chlosyne	nycteis	Nymphalidae	Nymphalinae	yes	natural	G5	larva	3	4	1	2	clutches	cryptic	yes		October-May	June-September	nectar	35	51	43.0	aposematic
Chlosyne	palla	Nymphalidae	Nymphalinae	yes	natural	G5	larva					clutches	cryptic	yes		August-Mar	April-july	nectar	35	48	41.5	aposematic
Chlosyne	rosita	Nymphalidae	Nymphalinae	yes	natural	G4							aposematic	yes				nectar	37	50	43.5	aposematic
Chlosyne	theona	Nymphalidae	Nymphalinae	yes	natural	G5	larva					clutches	cryptic	yes		Nov-Mar	April-October	nectar	32	44	38.0	aposematic
Chlosyne	whitneyi	Nymphalidae	Nymphalinae	yes	natural	G4	larva					clutches	cryptic	yes		Sep-June	Jul-August	nectar	32	41	36.5	aposematic
Codatractus	arizonensis	Hesperiidae	Pyrginae	yes	natural	G5							aposematic	no		Nov-Mar	April-October	nectar	45	51	48.0	cryptic
Codatractus	valeriana	Hesperiidae	Pyrginae	yes	both	G4	larva	1					cryptic	no		July - August		nectar	39	40	39.5	cryptic
Coenonympha	haydenii	Nymphalidae	Satyrinae	yes	both	G5	larva	1				singly	cryptic	yes		June - early August		nectar	35	38	36.5	aposematic
Coenonympha	tullia	Nymphalidae	Satyrinae	yes	natural	G5	larva	1	2			singly	cryptic	yes		March - October		nectar	34	38	36.0	cryptic
Cogia	caicus	Hesperiidae	Pyrginae	yes	natural	G4	larva	2	3							March - August		nectar	42	45	43.5	cryptic
Cogia	calchas	Hesperiidae	Pyrginae	yes	both	G5		3				singly	cryptic	no		throughout the year in Mexico and Central America	March - November	nectar	30	45	37.5	cryptic
Cogia	hippalus	Hesperiidae	Pyrginae	yes	both	G5		1	2				aposematic	yes		October in Mexico	April - August in Texas and Arizona	nectar	35	48	41.5	cryptic
Cogia	outis	Hesperiidae	Pyrginae	yes	anthropogenic	G4	larva	1	4			singly	aposematic	no		March - October		nectar	30	43	36.5	cryptic
Colias	alexandra	Pieridae	Coliadinae	yes	both	G5	larva	1				singly	aposematic	yes		May - August		nectar	42	57	49.5	aposematic
Colias	behrii	Pieridae	Coliadinae	yes	natural	G3	larva	1					aposematic	no		July - August		nectar	35	42	38.5	cryptic
Colias	canadensis	Pieridae	Coliadinae	yes		G5										May to early August in Alberta	late May until mid - July in the north		32	47	39.5	aposematic
Colias	cesonia	Pieridae	Coliadinae																54	76	65.0	aposematic
Colias	christina	Pieridae	Coliadinae	yes	both	G5	larva	1				singly	aposematic	yes		May - September		nectar	45	63	54.0	aposematic
Colias	eurydice	Pieridae	Coliadinae																22	31	26.5	aposematic
Colias	eurytheme	Pieridae	Coliadinae	yes	both	G5	chrysalis	4	5	2	3	singly	cryptic	yes		March - November	June - October	nectar	35	70	52.5	aposematic
Colias	gigantea	Pieridae	Coliadinae	yes	both	G4	larva	1				singly	aposematic	yes		June - July		nectar	51	70	60.5	aposematic
Colias	hecla	Pieridae	Coliadinae	yes	natural								aposematic	yes					36	46	41.0	aposematic
Colias	interior	Pieridae	Coliadinae	yes	both	G5	larva	1				singly	aposematic	yes		June - August		nectar	39	66	52.5	aposematic
Colias	meadii	Pieridae	Coliadinae	yes	both	G4	larva	1				singly	cryptic	yes		July - August		nectar	38	51	44.5	cryptic
Colias	nastes	Pieridae	Coliadinae	yes	both	G5	larva	1					aposematic	yes		late June - early August		nectar	31	45	38.0	aposematic
Colias	occidentalis	Pieridae	Coliadinae	yes	both	G4	larva	1	2			singly	cryptic	yes		May - August		nectar	45	63	54.0	aposematic
Colias	palaeno	Pieridae	Coliadinae	yes									cryptic	yes				nectar	46	50	48.0	aposematic
Colias	pelidne	Pieridae	Coliadinae	yes	both	G5	larva	1				singly	cryptic	yes		late June - July		nectar	32	44	38.0	aposematic
Colias	philodice	Pieridae	Coliadinae	yes	both	G5	larva	4	5	3		singly	cryptic	yes		March - November	May - October	nectar	38	70	54.0	aposematic
Colias	scudderii	Pieridae	Coliadinae	yes	natural	G4	larva	1				singly	cryptic	yes		late June - August		nectar	38	51	44.5	aposematic
Copaeodes	aurantiacus	Hesperiidae	Hesperiinae	yes	both	G5		2	3	1		singly	cryptic	yes		February - December	April - October	nectar	19	29	24.0	aposematic
Copaeodes	minimus	Hesperiidae	Hesperiinae	yes	both	G5		2				singly	cryptic	yes		March - October in Louisiana; all year in Florida		nectar	16	22	19.0	aposematic
Cupido	amyntula	Lycaenidae	Polyommatinae	yes	both	G5	larva	1	3			singly	aposematic	yes		March - July		nectar	22	29	25.5	cryptic
Cupido	comyntas	Lycaenidae	Polyommatinae	yes	both	G5	larva	1	4	3		singly	aposematic	yes		February - November	April - November	nectar	22	29	25.5	aposematic
Cyanophrys	herodotus	Lycaenidae	Theclinae	yes	both	G5		1				singly	aposematic	yes		throughout the year in Central America and Mexico	late May - late October in South Texas	nectar	22	29	25.5	aposematic
Cyanophrys	longula	Lycaenidae	Theclinae	yes	natural								cryptic	yes		March-May and August-December		nectar	21	30	25.5	aposematic
Cyclargus	ammon	Lycaenidae	Polyommatinae	yes	both	G4	adult	1				singly	cryptic	yes		throughout the year in Flordia		nectar	22	30	26.0	aposematic
Cyclargus	thomasi	Lycaenidae	Polyommatinae	yes	both	G4	adult	1				singly	cryptic	yes		throughout the year in Flordia		nectar	22	30	26.0	aposematic
